request_ip,method,uri,status,referrer,user_agent,query_string,result_type,request_protocol,request_bytes,time_taken,xforwarded_for,ssl_protocol,ssl_cipher,response_result_type,http_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
3.236.57.159,GET,/,200,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Miss,https,121,1.642,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/2.0,-,,34338,0.702,Miss,text/html;%20charset=UTF-8,,,
3.236.57.159,GET,/index.js,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,346,0.563,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,34338,0.563,Error,text/html;%20charset=UTF-8,,,
3.236.57.159,GET,/index.json,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,344,0.529,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,34338,0.528,Error,text/html;%20charset=UTF-8,,,
3.236.57.159,GET,/index.php,301,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Miss,https,344,0.373,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/2.0,-,,34338,0.373,Miss,text/html,162,,
3.236.57.159,GET,/index1.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,346,0.37,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,34338,0.37,Error,text/html,548,,
3.236.57.159,GET,/.env,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,339,0.367,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,34338,0.367,Error,text/html,548,,
3.236.57.159,GET,/env/.env,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,346,0.37,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,34338,0.37,Error,text/html,548,,
3.236.57.159,GET,/.environment,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,347,0.369,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,34338,0.369,Error,text/html,548,,
3.236.57.159,GET,/.envrc,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,344,0.367,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,34338,0.367,Error,text/html,548,,
3.236.57.159,GET,/.env.stage,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,349,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/.env.staging,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,347,0.101,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.101,Error,text/html,548,,
3.236.57.159,GET,/.env.swp,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,451,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/.env.test,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,340,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/.env.test.local,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,345,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/.env.test.localapi/.env,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,356,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/.env.uat,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,345,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/.env.www,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,342,0.097,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.097,Error,text/html,548,,
3.236.57.159,GET,/.env.%7B%7BDN%7D%7D,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,346,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/.env.%7B%7BSD%7D%7D,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,347,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/.env_1,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,342,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/.env_sample,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,453,0.093,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.093,Error,text/html,548,,
3.236.57.159,GET,/,200,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Miss,https,122,2.088,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/2.0,-,,41222,0.812,Miss,text/html;%20charset=UTF-8,,,
3.236.57.159,GET,/index.js,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,343,0.549,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.549,Error,text/html;%20charset=UTF-8,,,
3.236.57.159,GET,/index.json,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,344,0.466,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.466,Error,text/html;%20charset=UTF-8,,,
3.236.57.159,GET,/index.php,301,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Miss,https,343,0.368,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/2.0,-,,41222,0.368,Miss,text/html,162,,
3.236.57.159,GET,/index1.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,342,0.371,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.371,Error,text/html,548,,
3.236.57.159,GET,/.env,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,343,0.368,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.368,Error,text/html,548,,
3.236.57.159,GET,/env/.env,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,343,0.367,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.367,Error,text/html,548,,
3.236.57.159,GET,/.env.example,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,342,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/.env.live,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,349,0.093,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.093,Error,text/html,548,,
3.236.57.159,GET,/.env.local,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,345,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/.env.old,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,451,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/.env.php,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,345,0.116,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.116,Error,text/html,548,,
3.236.57.159,GET,/.env.prod,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,339,0.096,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.096,Error,text/html,548,,
3.236.57.159,GET,/.env.production,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,346,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/.env.production.local,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,351,0.096,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.096,Error,text/html,548,,
3.236.57.159,GET,/.env.sample.php,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,351,0.096,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.096,Error,text/html,548,,
3.236.57.159,GET,/.env.save,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,342,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/.env%7E,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,342,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/phpinfo.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,351,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/phpinfo,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,345,0.245,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.245,Error,text/html;%20charset=UTF-8,,,
3.236.57.159,GET,/pi.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,346,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/pinfo.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,346,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/php.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,341,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/.phpinfo,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,342,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/test.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,345,0.099,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.099,Error,text/html;%20charset=UTF-8,,,
3.236.57.159,GET,/test0.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,450,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/test1,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,339,0.248,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.248,Error,text/html;%20charset=UTF-8,,,
3.236.57.159,GET,/test1.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,342,0.096,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.096,Error,text/html,548,,
3.236.57.159,GET,/test123.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,348,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/test2.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,342,0.1,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.1,Error,text/html,548,,
3.236.57.159,GET,/test3.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,342,0.098,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.098,Error,text/html,548,,
3.236.57.159,GET,/test4.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,351,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/test5.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,343,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/test6.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,348,0.097,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.097,Error,text/html,548,,
3.236.57.159,GET,/test7.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,450,0.096,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.096,Error,text/html,548,,
3.236.57.159,GET,/test8.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,343,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/test9.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,346,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/.env.bak,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,343,0.37,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.37,Error,text/html,548,,
3.236.57.159,GET,/.env.dev,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,344,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/.env.development.local,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,348,0.371,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.371,Error,text/html,548,,
3.236.57.159,GET,/.env.dist,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,343,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/.env.docker.dev,403,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,345,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/test_info.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,347,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/test_info1.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,351,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/test_info2.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,346,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
3.236.57.159,GET,/test_info3.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,355,0.096,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.096,Error,text/html,548,,
3.236.57.159,GET,/test_info4.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,349,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/test_info5.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,347,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.095,Error,text/html,548,,
3.236.57.159,GET,/test_phpinfo.php,404,-,"Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/56.0.2924.87%20Safari/537.36",-,Error,https,459,0.094,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,,41222,0.094,Error,text/html,548,,
